id,first_name,last_name,username,email,gender,ip_address,race,street_name,city,state,postal_code,drinks,age,commited_crime
758,Jane,Dixon,jdixonl1,jdixonl1@biblegateway.com,Female,70.224.220.244,Puerto Rican,Waubesa,Sterling,VA,20167,Weekly,20,true
759,Dorothy,Day,ddayl2,ddayl2@webs.com,Female,209.188.214.146,Bangladeshi,Loomis,Hartford,CT,06140,Seldom,25,true
760,Rachel,Berry,rberryl3,rberryl3@github.io,Female,111.8.139.51,Cree,Rutledge,Albany,NY,12210,Never,68,true
761,Judy,Gutierrez,jgutierrezl4,jgutierrezl4@mysql.com,Female,203.248.131.37,Tlingit-Haida,Waxwing,New York City,NY,10275,Often,29,true
762,Betty,Jordan,bjordanl5,bjordanl5@soup.io,Female,140.177.35.51,Creek,Mallory,Dayton,OH,45454,Yearly,50,false
763,Lori,Nguyen,lnguyenl6,lnguyenl6@gov.uk,Female,82.131.177.9,Samoan,Division,Philadelphia,PA,19172,Once,44,false
764,Barbara,Gonzales,bgonzalesl7,bgonzalesl7@bing.com,Female,194.92.173.175,White,Nelson,Erie,PA,16534,Yearly,74,true
765,Benjamin,Castillo,bcastillol8,bcastillol8@opensource.org,Male,161.87.95.215,Kiowa,Main,Minneapolis,MN,55470,Never,50,false
766,Barbara,Fernandez,bfernandezl9,bfernandezl9@typepad.com,Female,219.102.46.86,Malaysian,International,Phoenix,AZ,85030,Weekly,63,false
767,Henry,Ruiz,hruizla,hruizla@topsy.com,Male,250.6.239.115,Central American,Continental,Reston,VA,22096,Once,53,false
768,Lillian,Alexander,lalexanderlb,lalexanderlb@e-recht24.de,Female,218.20.143.129,Blackfeet,Anhalt,Houston,TX,77245,Yearly,26,true
769,Dorothy,Ortiz,dortizlc,dortizlc@bloomberg.com,Female,61.150.66.53,Yaqui,Sullivan,Washington,DC,20099,Weekly,81,false
770,Laura,Lawson,llawsonld,llawsonld@twitter.com,Female,239.237.17.79,Osage,Becker,Roanoke,VA,24020,Seldom,92,true
771,Joyce,Montgomery,jmontgomeryle,jmontgomeryle@storify.com,Female,98.123.23.93,Ecuadorian,Reinke,Fullerton,CA,92640,Yearly,56,true
772,Sarah,Anderson,sandersonlf,sandersonlf@wix.com,Female,125.76.26.37,Iroquois,Mariners Cove,Detroit,MI,48224,Never,33,true
773,Kathy,Brooks,kbrookslg,kbrookslg@devhub.com,Female,79.251.54.123,Filipino,Evergreen,Frankfort,KY,40618,Yearly,65,true
774,Katherine,Johnson,kjohnsonlh,kjohnsonlh@oakley.com,Female,195.66.196.142,Osage,Sullivan,Flint,MI,48505,Often,73,false
775,Kathleen,Dunn,kdunnli,kdunnli@dagondesign.com,Female,29.225.113.135,Asian,Bellgrove,Sacramento,CA,94230,Weekly,70,true
776,Bruce,Bennett,bbennettlj,bbennettlj@behance.net,Male,39.47.165.4,Alaskan Athabascan,Prairie Rose,Louisville,KY,40233,Yearly,90,true
777,Louise,Warren,lwarrenlk,lwarrenlk@dyndns.org,Female,1.143.243.108,Chippewa,South,Anchorage,AK,99512,Daily,68,false
778,Joe,Murray,jmurrayll,jmurrayll@mit.edu,Male,98.205.182.192,Korean,Sloan,Montgomery,AL,36134,Seldom,51,false
779,Angela,Larson,alarsonlm,alarsonlm@tripod.com,Female,10.110.64.137,Polynesian,Arrowood,Detroit,MI,48211,Monthly,31,true
780,Sarah,Jenkins,sjenkinsln,sjenkinsln@tuttocitta.it,Female,125.138.225.14,Blackfeet,Hagan,Oklahoma City,OK,73124,Often,77,false
781,Walter,Collins,wcollinslo,wcollinslo@ycombinator.com,Male,68.122.70.100,Uruguayan,Hanover,Birmingham,AL,35231,Once,19,true
782,Lisa,Jones,ljoneslp,ljoneslp@sakura.ne.jp,Female,9.133.65.107,Sioux,Coolidge,Memphis,TN,38150,Weekly,59,false
783,Carolyn,Willis,cwillislq,cwillislq@who.int,Female,180.242.40.51,Venezuelan,Burrows,Wichita Falls,TX,76305,Often,22,false
784,Sean,Cooper,scooperlr,scooperlr@ft.com,Male,6.139.43.106,Apache,Granby,Stamford,CT,06905,Yearly,73,false
785,Shawn,Carr,scarrls,scarrls@msn.com,Male,212.164.79.9,Malaysian,Algoma,Fullerton,CA,92835,Yearly,29,false
786,Bonnie,Ryan,bryanlt,bryanlt@google.co.uk,Female,254.22.79.245,Laotian,Columbus,Bakersfield,CA,93311,Monthly,70,false
787,Barbara,Collins,bcollinslu,bcollinslu@cargocollective.com,Female,120.43.53.172,Crow,Toban,Miami,FL,33185,Seldom,39,false
788,Lawrence,Bennett,lbennettlv,lbennettlv@sourceforge.net,Male,83.250.156.190,Latin American Indian,Talmadge,Los Angeles,CA,90081,Daily,83,true
789,Theresa,Rodriguez,trodriguezlw,trodriguezlw@wikispaces.com,Female,8.141.69.36,Seminole,Vahlen,Gatesville,TX,76598,Once,54,false
790,Brian,Dunn,bdunnlx,bdunnlx@webs.com,Male,249.31.215.116,Asian,Elgar,Irvine,CA,92710,Daily,30,false
791,Ronald,Alexander,ralexanderly,ralexanderly@earthlink.net,Male,192.198.28.127,Cheyenne,Continental,Philadelphia,PA,19191,Once,31,true
792,David,Hanson,dhansonlz,dhansonlz@yahoo.com,Male,254.27.137.100,Alaska Native,Packers,Greensboro,NC,27415,Seldom,87,true
793,Michael,Campbell,mcampbellm0,mcampbellm0@ebay.com,Male,35.166.208.5,Navajo,Hollow Ridge,Saint Joseph,MO,64504,Once,72,false
794,Betty,Stephens,bstephensm1,bstephensm1@soundcloud.com,Female,246.159.23.241,Choctaw,Carey,Lawrenceville,GA,30245,Monthly,52,false
795,Carol,Dunn,cdunnm2,cdunnm2@ca.gov,Female,76.203.120.125,Indonesian,Duke,San Jose,CA,95133,Seldom,53,true
796,Nicole,Davis,ndavism3,ndavism3@theguardian.com,Female,212.225.242.117,Vietnamese,Stephen,North Las Vegas,NV,89036,Daily,31,false
797,Mary,Elliott,melliottm4,melliottm4@blogger.com,Female,211.48.211.93,Salvadoran,Caliangt,Evansville,IN,47747,Yearly,36,false
798,Jennifer,Miller,jmillerm5,jmillerm5@npr.org,Female,11.246.15.34,Filipino,Quincy,Irving,TX,75037,Often,58,true
799,Louis,Porter,lporterm6,lporterm6@simplemachines.org,Male,161.75.53.123,Ottawa,Marcy,Flushing,NY,11355,Never,88,false
800,Julie,Baker,jbakerm7,jbakerm7@nsw.gov.au,Female,181.10.232.25,South American,Havey,Hicksville,NY,11854,Seldom,55,false
801,Christopher,Taylor,ctaylorm8,ctaylorm8@ihg.com,Male,198.63.207.104,Cheyenne,Riverside,Evansville,IN,47737,Often,83,true
802,Katherine,Sanchez,ksanchezm9,ksanchezm9@mtv.com,Female,87.215.52.79,Hmong,Vera,Denver,CO,80299,Weekly,65,false
803,Brian,Moreno,bmorenoma,bmorenoma@shop-pro.jp,Male,233.59.201.65,Choctaw,Sundown,Austin,TX,78744,Often,25,false
804,Fred,King,fkingmb,fkingmb@wordpress.org,Male,168.195.108.67,Uruguayan,Annamark,Miami,FL,33233,Never,71,false
805,Patrick,Freeman,pfreemanmc,pfreemanmc@usgs.gov,Male,9.155.30.188,Colville,Eggendart,Riverside,CA,92513,Daily,59,false
806,Lori,Fuller,lfullermd,lfullermd@sciencedaily.com,Female,218.105.76.235,Blackfeet,Meadow Ridge,Saint Louis,MO,63121,Daily,87,true
807,George,Ferguson,gfergusonme,gfergusonme@google.de,Male,157.190.230.180,Kiowa,Thackeray,Sacramento,CA,95823,Monthly,22,false
808,Steven,Barnes,sbarnesmf,sbarnesmf@yahoo.com,Male,192.228.58.40,Tohono O'Odham,Bunker Hill,Albany,NY,12232,Often,20,false
809,Steve,White,swhitemg,swhitemg@w3.org,Male,165.255.19.142,Ecuadorian,Larry,Mobile,AL,36641,Never,71,false
810,Jonathan,Webb,jwebbmh,jwebbmh@businessweek.com,Male,104.94.103.49,Tlingit-Haida,Reindahl,Grand Rapids,MI,49510,Seldom,76,false
811,Janet,Murray,jmurraymi,jmurraymi@forbes.com,Female,222.54.3.93,Chilean,Nova,Dallas,TX,75379,Monthly,71,true
812,Jessica,Garza,jgarzamj,jgarzamj@acquirethisname.com,Female,62.228.8.147,Thai,Lindbergh,Saint Cloud,MN,56372,Daily,99,false
813,Harry,Brown,hbrownmk,hbrownmk@opensource.org,Male,150.181.218.227,Mexican,Green Ridge,New York City,NY,10131,Never,20,true
814,Jesse,Stanley,jstanleyml,jstanleyml@freewebs.com,Male,151.237.116.88,Guamanian,Prairieview,Washington,DC,20036,Weekly,50,false
815,Lisa,Hudson,lhudsonmm,lhudsonmm@mac.com,Female,135.179.42.2,Native Hawaiian and Other Pacific Islander (NHPI),Bultman,Boise,ID,83727,Yearly,95,false
816,Daniel,Snyder,dsnydermn,dsnydermn@msn.com,Male,23.81.157.128,Asian Indian,Nobel,Chicago,IL,60624,Often,72,false
817,Steven,Castillo,scastillomo,scastillomo@reverbnation.com,Male,112.77.161.233,Puget Sound Salish,Elka,Durham,NC,27705,Once,20,true
818,Gregory,Morris,gmorrismp,gmorrismp@ow.ly,Male,31.63.4.35,Chinese,Center,Houston,TX,77005,Seldom,64,true
819,Sean,Sanders,ssandersmq,ssandersmq@e-recht24.de,Male,255.179.150.231,Colombian,Dakota,Salinas,CA,93907,Yearly,26,false
820,Daniel,Rodriguez,drodriguezmr,drodriguezmr@hubpages.com,Male,182.200.46.48,Alaska Native,Arizona,Atlanta,GA,31165,Daily,88,true
821,Louis,Weaver,lweaverms,lweaverms@unblog.fr,Male,19.98.6.142,Osage,Swallow,Washington,DC,20557,Often,26,true
822,Earl,Jenkins,ejenkinsmt,ejenkinsmt@odnoklassniki.ru,Male,173.137.130.232,Pueblo,Manitowish,Fairfield,CT,06825,Weekly,94,false
823,Todd,Jones,tjonesmu,tjonesmu@chicagotribune.com,Male,96.153.208.233,Cheyenne,Homewood,Newark,NJ,07195,Monthly,71,false
824,Laura,Baker,lbakermv,lbakermv@exblog.jp,Female,171.15.3.115,Filipino,Ridge Oak,Louisville,KY,40250,Often,66,false
825,Andrea,Hernandez,ahernandezmw,ahernandezmw@sun.com,Female,190.101.91.51,Osage,Washington,Shreveport,LA,71115,Never,60,true
826,Lisa,Fisher,lfishermx,lfishermx@usda.gov,Female,28.162.222.149,Tongan,Susan,Atlanta,GA,30311,Once,87,false
827,Billy,Rodriguez,brodriguezmy,brodriguezmy@psu.edu,Male,85.163.28.105,Venezuelan,Blackbird,San Francisco,CA,94132,Yearly,22,true
828,Angela,Vasquez,avasquezmz,avasquezmz@parallels.com,Female,117.134.205.5,Native Hawaiian and Other Pacific Islander (NHPI),Derek,Abilene,TX,79699,Daily,45,false
829,Sharon,Henry,shenryn0,shenryn0@marriott.com,Female,119.197.218.108,Spaniard,Packers,Fresno,CA,93715,Once,48,false
830,Beverly,Jackson,bjacksonn1,bjacksonn1@facebook.com,Female,109.226.198.27,Chippewa,Claremont,San Rafael,CA,94913,Daily,50,false
831,Andrew,Ellis,aellisn2,aellisn2@joomla.org,Male,109.84.39.92,Colville,Marcy,New York City,NY,10045,Never,26,true
832,Emily,Robertson,erobertsonn3,erobertsonn3@blogger.com,Female,97.194.103.186,Korean,Novick,Arlington,TX,76096,Often,43,true
833,Martha,Richards,mrichardsn4,mrichardsn4@photobucket.com,Female,13.173.18.80,Asian,Ilene,Staten Island,NY,10310,Weekly,88,true
834,Christina,Allen,callenn5,callenn5@flavors.me,Female,241.227.97.165,Sioux,Jenna,Berkeley,CA,94712,Never,82,true
835,Ryan,Campbell,rcampbelln6,rcampbelln6@fema.gov,Male,218.246.76.132,Creek,Londonderry,Milwaukee,WI,53205,Yearly,84,false
836,Doris,Lynch,dlynchn7,dlynchn7@taobao.com,Female,43.167.114.119,Aleut,Fisk,Anderson,IN,46015,Daily,91,true
837,Timothy,Watkins,twatkinsn8,twatkinsn8@europa.eu,Male,221.219.167.197,Sioux,Manley,Memphis,TN,38131,Never,48,true
838,Wayne,Burns,wburnsn9,wburnsn9@tripadvisor.com,Male,200.52.104.185,Malaysian,Northview,Miami,FL,33245,Yearly,40,false
839,Frances,Burke,fburkena,fburkena@mit.edu,Female,239.35.184.253,White,Sachtjen,Philadelphia,PA,19196,Never,34,false
840,Gregory,Harvey,gharveynb,gharveynb@chronoengine.com,Male,85.190.87.78,Apache,Dayton,Saginaw,MI,48604,Never,70,true
841,Matthew,Daniels,mdanielsnc,mdanielsnc@smh.com.au,Male,156.193.249.209,Costa Rican,Golden Leaf,Littleton,CO,80161,Weekly,23,false
842,Charles,Hamilton,chamiltonnd,chamiltonnd@myspace.com,Male,250.39.159.159,Asian Indian,Randy,Austin,TX,78778,Often,28,false
843,Randy,Schmidt,rschmidtne,rschmidtne@g.co,Male,187.198.9.43,Polynesian,Hudson,Boise,ID,83705,Seldom,40,false
844,Joshua,Torres,jtorresnf,jtorresnf@wp.com,Male,218.159.140.245,Native Hawaiian,Redwing,Madison,WI,53790,Seldom,82,false
845,Arthur,Henderson,ahendersonng,ahendersonng@pinterest.com,Male,225.179.194.110,American Indian and Alaska Native (AIAN),Manufacturers,Huntsville,AL,35810,Often,73,false
846,Dorothy,Green,dgreennh,dgreennh@rediff.com,Female,179.167.209.205,Yaqui,Elmside,El Paso,TX,88584,Daily,46,false
847,Shawn,Perkins,sperkinsni,sperkinsni@e-recht24.de,Male,251.192.201.194,Eskimo,Hermina,Scranton,PA,18505,Daily,44,true
848,Jack,Kelley,jkelleynj,jkelleynj@barnesandnoble.com,Male,239.1.122.82,Houma,Maryland,Albany,NY,12227,Daily,98,true
849,Victor,Diaz,vdiaznk,vdiaznk@economist.com,Male,77.109.207.99,Puerto Rican,Sycamore,San Antonio,TX,78230,Never,93,true
850,Janice,Ferguson,jfergusonnl,jfergusonnl@sun.com,Female,182.25.229.5,Colville,Chive,Huntington,WV,25709,Daily,73,false
851,Jacqueline,Reed,jreednm,jreednm@ftc.gov,Female,149.188.123.176,Choctaw,Longview,Albuquerque,NM,87201,Never,88,false
852,Betty,Lawson,blawsonnn,blawsonnn@twitter.com,Female,61.47.202.253,Bangladeshi,Eastlawn,Charlotte,NC,28256,Yearly,69,false
853,John,Tucker,jtuckerno,jtuckerno@imdb.com,Male,238.74.11.238,Samoan,Stone Corner,West Hartford,CT,06127,Never,50,false
854,Linda,Wheeler,lwheelernp,lwheelernp@issuu.com,Female,5.103.8.81,Osage,Warrior,Charlotte,NC,28205,Never,47,false
855,Martin,Moreno,mmorenonq,mmorenonq@odnoklassniki.ru,Male,105.35.135.103,American Indian and Alaska Native (AIAN),Memorial,South Bend,IN,46634,Once,85,true
856,Heather,Washington,hwashingtonnr,hwashingtonnr@deviantart.com,Female,42.242.232.95,Crow,Towne,Philadelphia,PA,19136,Weekly,34,true
857,Ronald,Ramos,rramosns,rramosns@cdc.gov,Male,163.70.200.219,Comanche,Hanover,San Bernardino,CA,92410,Seldom,68,true
858,Terry,Griffin,tgriffinnt,tgriffinnt@alexa.com,Male,37.143.114.165,Laotian,Arapahoe,Bakersfield,CA,93381,Daily,99,false
859,Richard,Wright,rwrightnu,rwrightnu@myspace.com,Male,109.20.69.210,Navajo,Bluestem,Seattle,WA,98121,Seldom,58,true
860,Betty,Carroll,bcarrollnv,bcarrollnv@noaa.gov,Female,232.110.166.198,Native Hawaiian,Sullivan,Portland,ME,04109,Seldom,85,true
861,Kathleen,Fisher,kfishernw,kfishernw@fotki.com,Female,222.8.49.115,Ute,Northwestern,Des Moines,IA,50362,Monthly,50,false
862,Bruce,Smith,bsmithnx,bsmithnx@auda.org.au,Male,47.75.11.176,Guamanian,Cascade,Greensboro,NC,27409,Weekly,59,false
863,Bruce,Gutierrez,bgutierrezny,bgutierrezny@scientificamerican.com,Male,186.193.172.169,Chippewa,Waywood,Seattle,WA,98195,Weekly,63,true
864,Justin,Morales,jmoralesnz,jmoralesnz@twitpic.com,Male,162.181.55.172,Shoshone,Utah,Reno,NV,89505,Yearly,38,true
865,Julie,Gonzalez,jgonzalezo0,jgonzalezo0@posterous.com,Female,188.216.252.6,Peruvian,Bashford,Cincinnati,OH,45213,Once,96,false
866,Edward,Hudson,ehudsono1,ehudsono1@barnesandnoble.com,Male,225.21.251.84,Asian,Fairview,Louisville,KY,40215,Often,20,true
867,Nancy,Hamilton,nhamiltono2,nhamiltono2@wikipedia.org,Female,67.233.67.237,Creek,Kenwood,Pompano Beach,FL,33069,Often,87,false
868,Doris,Fox,dfoxo3,dfoxo3@economist.com,Female,121.215.56.78,Uruguayan,Schurz,Omaha,NE,68144,Often,62,true
869,Helen,Fox,hfoxo4,hfoxo4@home.pl,Female,47.218.151.106,Kiowa,Mariners Cove,Anchorage,AK,99517,Often,48,false
870,Kimberly,Chavez,kchavezo5,kchavezo5@rediff.com,Female,68.201.252.243,Navajo,Glacier Hill,Spring,TX,77388,Never,25,false
871,Ruby,Wood,rwoodo6,rwoodo6@shinystat.com,Female,222.153.115.193,Dominican (Dominican Republic),Luster,Lafayette,IN,47905,Seldom,62,false
872,Keith,Morris,kmorriso7,kmorriso7@bluehost.com,Male,126.72.174.16,Nicaraguan,Lighthouse Bay,Fargo,ND,58122,Often,20,false
873,Judith,Howard,jhowardo8,jhowardo8@shinystat.com,Female,156.190.17.40,Alaskan Athabascan,Hooker,Bakersfield,CA,93311,Weekly,56,true
874,Johnny,Alvarez,jalvarezo9,jalvarezo9@prnewswire.com,Male,193.153.184.243,Comanche,Elgar,Corpus Christi,TX,78405,Often,70,true
875,Mary,Simpson,msimpsonoa,msimpsonoa@businessweek.com,Female,234.70.31.150,Iroquois,Memorial,Charlotte,NC,28272,Weekly,91,true
876,Kelly,Collins,kcollinsob,kcollinsob@tinyurl.com,Female,32.117.30.88,Dominican (Dominican Republic),Victoria,Austin,TX,78703,Often,50,true
877,Nicholas,Myers,nmyersoc,nmyersoc@acquirethisname.com,Male,18.147.247.220,Fijian,Maryland,San Francisco,CA,94159,Once,21,true
878,Marilyn,Stephens,mstephensod,mstephensod@ning.com,Female,252.5.197.43,American Indian and Alaska Native (AIAN),Hallows,New York City,NY,10090,Weekly,52,false
879,Sharon,Sullivan,ssullivanoe,ssullivanoe@barnesandnoble.com,Female,40.12.234.94,Spaniard,Londonderry,Flushing,NY,11355,Once,91,true
880,Jack,Foster,jfosterof,jfosterof@tamu.edu,Male,114.208.169.250,Micronesian,Huxley,Charlotte,NC,28225,Monthly,93,false
881,Deborah,Frazier,dfrazierog,dfrazierog@paypal.com,Female,162.236.144.33,Asian Indian,Washington,Silver Spring,MD,20904,Often,85,false
882,Jesse,Sanders,jsandersoh,jsandersoh@indiegogo.com,Male,235.219.236.155,Yakama,Alpine,Richmond,VA,23285,Often,29,false
883,Doris,Jacobs,djacobsoi,djacobsoi@aol.com,Female,198.141.112.68,South American,Havey,Grand Rapids,MI,49505,Seldom,90,true
884,Philip,Larson,plarsonoj,plarsonoj@unc.edu,Male,130.52.150.67,Honduran,Summerview,Phoenix,AZ,85053,Seldom,86,true
885,Craig,Jackson,cjacksonok,cjacksonok@smugmug.com,Male,110.189.199.34,Alaska Native,Clemons,Pensacola,FL,32505,Once,59,true
886,Keith,Fernandez,kfernandezol,kfernandezol@instagram.com,Male,180.58.246.69,Cuban,Lakeland,Pinellas Park,FL,34665,Seldom,48,false
887,Bonnie,Hansen,bhansenom,bhansenom@wisc.edu,Female,246.106.241.237,Tohono O'Odham,Bobwhite,Wilmington,DE,19892,Once,39,false
888,Anna,Brown,abrownon,abrownon@diigo.com,Female,221.75.19.180,Navajo,Homewood,Odessa,TX,79769,Never,95,false
889,Michelle,Gomez,mgomezoo,mgomezoo@acquirethisname.com,Female,171.186.204.252,Korean,Declaration,Providence,RI,02905,Seldom,34,true
890,Judith,Bennett,jbennettop,jbennettop@redcross.org,Female,133.170.199.15,Thai,Brentwood,Annapolis,MD,21405,Often,80,false
891,Samuel,Carr,scarroq,scarroq@nasa.gov,Male,129.12.196.134,Native Hawaiian and Other Pacific Islander (NHPI),Fairview,Durham,NC,27705,Once,100,true
892,Amanda,Cooper,acooperor,acooperor@rediff.com,Female,169.41.28.88,Pueblo,Tomscot,Edmond,OK,73034,Yearly,55,true
893,William,Watkins,wwatkinsos,wwatkinsos@lulu.com,Male,17.36.249.73,Eskimo,Vernon,Columbia,SC,29215,Seldom,100,true
894,Chris,Porter,cporterot,cporterot@yellowbook.com,Male,251.247.3.205,Kiowa,Nobel,Amarillo,TX,79182,Once,85,false
895,Marilyn,Hamilton,mhamiltonou,mhamiltonou@telegraph.co.uk,Female,99.48.184.124,Yakama,Brickson Park,Nashville,TN,37228,Often,42,false
896,Robert,Henry,rhenryov,rhenryov@joomla.org,Male,133.129.69.45,American Indian,Corry,Des Moines,IA,50393,Once,94,false
897,Donna,Mcdonald,dmcdonaldow,dmcdonaldow@de.vu,Female,228.241.25.84,Osage,Evergreen,Canton,OH,44720,Never,23,true
898,Christina,Martinez,cmartinezox,cmartinezox@nytimes.com,Female,93.255.83.106,Chinese,Pankratz,Dallas,TX,75216,Daily,32,false
899,Joyce,Sullivan,jsullivanoy,jsullivanoy@studiopress.com,Female,94.11.163.152,Black or African American,Vernon,San Antonio,TX,78225,Seldom,84,false
900,Joan,Price,jpriceoz,jpriceoz@csmonitor.com,Female,85.240.232.219,Melanesian,Di Loreto,Migrate,KY,41905,Weekly,39,true
901,Annie,Vasquez,avasquezp0,avasquezp0@multiply.com,Female,130.191.129.85,Sri Lankan,Union,Winston Salem,NC,27157,Never,99,true
902,Cynthia,Marshall,cmarshallp1,cmarshallp1@jugem.jp,Female,186.208.122.51,Puget Sound Salish,Florence,Des Moines,IA,50981,Yearly,79,true
903,Sarah,Welch,swelchp2,swelchp2@google.com.hk,Female,119.22.242.2,Panamanian,Melody,Buffalo,NY,14210,Yearly,35,false
904,Donald,Hill,dhillp3,dhillp3@sohu.com,Male,53.77.225.184,Navajo,Maple,Brooklyn,NY,11215,Never,28,true
905,Kenneth,Gutierrez,kgutierrezp4,kgutierrezp4@homestead.com,Male,211.39.203.171,Spaniard,Anhalt,San Antonio,TX,78225,Never,23,true
906,Andrea,Schmidt,aschmidtp5,aschmidtp5@i2i.jp,Female,27.194.126.164,Shoshone,Maywood,Sacramento,CA,95823,Weekly,62,false
907,Steve,Nguyen,snguyenp6,snguyenp6@examiner.com,Male,241.28.182.234,Costa Rican,Drewry,Staten Island,NY,10310,Never,43,true
908,Harold,Bennett,hbennettp7,hbennettp7@virginia.edu,Male,117.167.229.216,Delaware,Clarendon,Beaverton,OR,97075,Never,29,false
909,Helen,Harper,hharperp8,hharperp8@slideshare.net,Female,174.171.105.50,Malaysian,Saint Paul,El Paso,TX,79945,Weekly,76,false
910,Paula,Walker,pwalkerp9,pwalkerp9@tuttocitta.it,Female,126.211.96.253,Melanesian,New Castle,Bronx,NY,10454,Weekly,54,true
911,Kathryn,Turner,kturnerpa,kturnerpa@usda.gov,Female,210.228.158.203,Costa Rican,Welch,Baton Rouge,LA,70820,Monthly,18,true
912,Ruth,Banks,rbankspb,rbankspb@over-blog.com,Female,114.129.154.81,Ottawa,Drewry,Huntington,WV,25705,Often,44,false
913,Denise,Peterson,dpetersonpc,dpetersonpc@webmd.com,Female,68.100.60.243,Eskimo,Autumn Leaf,Toledo,OH,43656,Seldom,79,true
914,Jonathan,Wells,jwellspd,jwellspd@csmonitor.com,Male,95.141.0.142,Colville,Cordelia,New Haven,CT,06520,Weekly,30,true
915,Ruby,Walker,rwalkerpe,rwalkerpe@google.nl,Female,18.199.113.123,Mexican,Arapahoe,Rockville,MD,20851,Daily,75,true
916,Frank,Burke,fburkepf,fburkepf@si.edu,Male,88.228.144.146,Colombian,Loftsgordon,Louisville,KY,40287,Weekly,64,false
917,Russell,Gomez,rgomezpg,rgomezpg@blogger.com,Male,216.212.149.112,Laotian,Warbler,Atlanta,GA,31136,Yearly,39,false
918,Anthony,Rose,aroseph,aroseph@blog.com,Male,121.154.119.88,Bolivian,Charing Cross,Hartford,CT,06145,Weekly,80,true
919,Melissa,Austin,maustinpi,maustinpi@weibo.com,Female,55.76.61.144,Seminole,Kenwood,Toledo,OH,43615,Often,90,false
920,Russell,Schmidt,rschmidtpj,rschmidtpj@wikia.com,Male,40.40.186.184,Bangladeshi,Scoville,Miami,FL,33153,Weekly,26,false
921,Theresa,Brooks,tbrookspk,tbrookspk@slate.com,Female,1.252.14.197,Cuban,Anhalt,Lake Worth,FL,33462,Yearly,82,true
922,Katherine,Lynch,klynchpl,klynchpl@wordpress.com,Female,115.104.219.169,Korean,Talmadge,Greenville,SC,29610,Often,34,false
923,Shirley,Peters,speterspm,speterspm@nature.com,Female,50.54.211.139,Tlingit-Haida,Riverside,Brooklyn,NY,11210,Often,100,true
924,Victor,Williams,vwilliamspn,vwilliamspn@hugedomains.com,Male,132.210.201.153,Bolivian,Pawling,Colorado Springs,CO,80995,Weekly,52,false
925,Ruby,Martinez,rmartinezpo,rmartinezpo@bluehost.com,Female,64.130.95.49,Asian,Welch,Washington,DC,20551,Never,22,false
926,Adam,Green,agreenpp,agreenpp@state.tx.us,Male,71.132.40.29,Polynesian,Union,Waco,TX,76711,Monthly,28,true
927,Jason,Oliver,joliverpq,joliverpq@tripadvisor.com,Male,207.57.97.198,Honduran,American,Atlanta,GA,30336,Once,99,true
928,Bruce,Matthews,bmatthewspr,bmatthewspr@go.com,Male,25.89.169.218,Asian Indian,Larry,Orlando,FL,32813,Daily,57,true
929,Russell,Morales,rmoralesps,rmoralesps@sourceforge.net,Male,254.118.83.174,Cree,Spaight,Akron,OH,44329,Once,56,true
930,Rose,Griffin,rgriffinpt,rgriffinpt@techcrunch.com,Female,38.174.33.129,Laotian,Dennis,Santa Fe,NM,87505,Monthly,77,true
931,Michael,Henderson,mhendersonpu,mhendersonpu@com.com,Male,89.206.233.113,Tlingit-Haida,Mcbride,Gilbert,AZ,85297,Seldom,53,false
932,Gloria,Ortiz,gortizpv,gortizpv@techcrunch.com,Female,9.61.184.173,Pima,Main,Young America,MN,55573,Once,51,true
933,Kathryn,Medina,kmedinapw,kmedinapw@loc.gov,Female,63.2.251.129,Japanese,8th,Salem,OR,97306,Often,98,false
934,Theresa,Franklin,tfranklinpx,tfranklinpx@tripadvisor.com,Female,148.18.167.19,Pakistani,Namekagon,New Orleans,LA,70183,Never,60,true
935,Edward,Cooper,ecooperpy,ecooperpy@studiopress.com,Male,69.252.96.113,Yuman,Almo,Springfield,OH,45505,Weekly,48,true
936,Cheryl,Reid,creidpz,creidpz@php.net,Female,52.236.114.228,South American,Del Sol,Cincinnati,OH,45228,Monthly,47,false
937,Gary,Bishop,gbishopq0,gbishopq0@360.cn,Male,242.197.196.99,Asian,Laurel,Flushing,NY,11388,Once,32,false
938,Tammy,Fox,tfoxq1,tfoxq1@ox.ac.uk,Female,170.72.29.183,Laotian,Del Sol,Brooklyn,NY,11220,Daily,84,false
939,Johnny,Allen,jallenq2,jallenq2@state.tx.us,Male,216.225.181.84,Melanesian,Dapin,Redwood City,CA,94064,Monthly,72,true
940,Anthony,Johnston,ajohnstonq3,ajohnstonq3@webs.com,Male,52.12.99.35,Pima,Gateway,Arlington,VA,22205,Often,65,true
941,Robert,Mcdonald,rmcdonaldq4,rmcdonaldq4@umn.edu,Male,47.101.185.141,Central American,Lunder,Delray Beach,FL,33448,Daily,31,false
942,Edward,Gomez,egomezq5,egomezq5@columbia.edu,Male,187.244.142.177,Guatemalan,Trailsway,Roanoke,VA,24009,Monthly,98,false
943,Joseph,Arnold,jarnoldq6,jarnoldq6@gmpg.org,Male,98.17.101.119,Crow,Nevada,Chicago,IL,60674,Daily,92,true
944,Lillian,Flores,lfloresq7,lfloresq7@webmd.com,Female,34.152.127.46,Mexican,Sutherland,Orlando,FL,32808,Daily,47,false
